Date,Bank,Ticker,Open,High,Low,Close,Volume,Daily_Return,Volatility_30d,MA_50,MA_200,Risk_Flag
2019-02-19,JPMorgan Chase,JPM,120.04,120.38,119.38,119.87,5537460,0.007745,0.18909783634864236,,,Medium
2019-02-20,JPMorgan Chase,JPM,119.37,120.1,117.82,119.78,20697337,-0.00076,0.1831077428427092,,,Medium
2019-02-21,JPMorgan Chase,JPM,119.43,120.69,118.61,119.99,8852391,0.001745,0.18304492032511469,,,Medium
2019-02-22,JPMorgan Chase,JPM,117.53,119.13,117.19,118.35,16373979,-0.013618,0.1856555036247289,,,Medium
2019-02-25,JPMorgan Chase,JPM,117.52,117.69,116.14,116.91,20417917,-0.012191,0.18776669478962635,,,Medium
2019-02-26,JPMorgan Chase,JPM,118.82,119.72,117.65,118.51,14598616,0.013692,0.19000166804367616,,,Medium
2019-02-27,JPMorgan Chase,JPM,116.46,118.58,116.48,116.7,19222086,-0.015234,0.1839684708811774,,,Medium
2019-02-28,JPMorgan Chase,JPM,116.91,116.83,114.85,116.56,19242034,-0.001224,0.1842453851290868,,,Medium
2019-03-01,JPMorgan Chase,JPM,116.43,117.37,116.66,117.08,22086805,0.004423,0.16839489144765932,,,Medium
2019-03-04,JPMorgan Chase,JPM,118.68,120.05,118.22,119.2,21158554,0.01812,0.17292334601646775,,,Medium
2019-03-05,JPMorgan Chase,JPM,117.94,119.15,116.99,118.51,8101536,-0.005746,0.16662930222838132,,,Medium
2019-03-06,JPMorgan Chase,JPM,119.85,119.99,118.99,119.68,13882348,0.009879,0.1613885210290522,,,Medium
2019-03-07,JPMorgan Chase,JPM,119.18,121.76,118.53,119.54,5915615,-0.001201,0.1566909776426419,,,Medium
2019-03-08,JPMorgan Chase,JPM,115.45,116.97,116.09,116.29,9037888,-0.027149,0.17627594542319544,,,Medium
2019-03-11,JPMorgan Chase,JPM,116.45,116.71,115.07,116.4,19623433,0.000898,0.17613581951539165,113.57,,Medium
2019-03-12,JPMorgan Chase,JPM,116.67,116.73,116.01,116.34,14804332,-0.000525,0.17617377846002724,113.81,,Medium
2019-03-13,JPMorgan Chase,JPM,116.92,117.62,116.24,117.0,14656515,0.005673,0.17400031323491424,114.09,,Medium
2019-03-14,JPMorgan Chase,JPM,116.75,117.07,115.92,116.09,14213318,-0.007779,0.17502825627660118,114.34,,Medium
2019-03-15,JPMorgan Chase,JPM,115.8,115.57,113.56,115.34,21433221,-0.006436,0.17615857947280303,114.54,,Medium
2019-03-18,JPMorgan Chase,JPM,117.78,117.55,116.25,117.12,8780276,0.01545,0.17042044583603141,114.75,,Medium
2019-03-19,JPMorgan Chase,JPM,117.12,116.88,116.03,116.66,9666186,-0.003918,0.16997055327316613,114.98,,Medium
2019-03-20,JPMorgan Chase,JPM,114.02,115.82,113.58,113.89,24183862,-0.023789,0.18032590059097123,115.11,,Medium
2019-03-21,JPMorgan Chase,JPM,113.92,115.12,113.1,114.63,8303752,0.006496,0.18043147511963725,115.25,,Medium
2019-03-22,JPMorgan Chase,JPM,115.71,116.56,115.79,115.91,10890965,0.011185,0.18336243351686732,115.43,,Medium
2019-03-25,JPMorgan Chase,JPM,116.89,117.65,116.36,117.19,22574585,0.011074,0.18582365446931406,115.65,,Medium
2019-03-26,JPMorgan Chase,JPM,115.81,116.72,116.3,116.32,12250662,-0.007435,0.1851630293993135,115.86,,Medium
2019-03-27,JPMorgan Chase,JPM,116.03,117.7,115.43,116.36,15440758,0.00032,0.18506818148608237,116.0,,Medium
2019-03-28,JPMorgan Chase,JPM,116.32,117.58,115.53,117.18,22943013,0.007011,0.17238965568154024,116.16,,Medium
2019-03-29,JPMorgan Chase,JPM,119.16,119.31,118.31,118.64,13054112,0.012462,0.17608405559058318,116.29,,Medium
2019-04-01,JPMorgan Chase,JPM,118.79,119.97,118.22,119.42,19311833,0.006643,0.17646814802595495,116.4,,Medium
2019-04-02,JPMorgan Chase,JPM,121.12,122.24,120.47,120.63,6120982,0.010089,0.17746768094326165,116.58,,Medium
2019-04-03,JPMorgan Chase,JPM,120.35,119.57,118.86,119.55,17030098,-0.008907,0.17943916126051154,116.69,,Medium
2019-04-04,JPMorgan Chase,JPM,115.7,116.44,115.63,116.14,8450511,-0.028535,0.19743868176835963,116.77,,Medium
2019-04-05,JPMorgan Chase,JPM,117.4,117.85,116.46,117.72,14238278,0.013593,0.1980879753355512,116.89,,Medium
2019-04-08,JPMorgan Chase,JPM,116.65,117.12,116.12,116.36,15406177,-0.011601,0.19778223441326437,116.97,,Medium
2019-04-09,JPMorgan Chase,JPM,115.89,116.95,115.66,116.14,13092217,-0.001842,0.19345828217224117,117.05,,Medium
2019-04-10,JPMorgan Chase,JPM,116.89,117.41,116.85,117.36,19630733,0.010495,0.1909010192897049,117.13,,Medium
2019-04-11,JPMorgan Chase,JPM,117.7,117.48,116.53,117.44,19547734,0.000654,0.190851964547214,117.2,,Medium
2019-04-12,JPMorgan Chase,JPM,118.08,118.65,118.39,118.51,16640726,0.00917,0.19222967603719648,117.29,,Medium
2019-04-15,JPMorgan Chase,JPM,123.52,122.83,119.81,122.22,5863376,0.031246,0.20597072440469083,117.4,,Medium
2019-04-16,JPMorgan Chase,JPM,123.45,124.86,122.73,123.11,7624633,0.007266,0.20576602510622055,117.55,,Medium
2019-04-17,JPMorgan Chase,JPM,122.42,122.28,119.33,122.01,12269441,-0.008862,0.20618405150818778,117.7,,Medium
2019-04-18,JPMorgan Chase,JPM,119.77,119.94,119.01,119.83,11296676,-0.017916,0.21311547188252272,117.8,,Medium
2019-04-19,JPMorgan Chase,JPM,122.01,121.4,119.29,120.89,21532546,0.008843,0.19802204374334095,117.91,,Medium
2019-04-22,JPMorgan Chase,JPM,120.6,121.12,120.57,121.05,12397625,0.001344,0.198017075132389,118.02,,Medium
2019-04-23,JPMorgan Chase,JPM,119.44,120.01,118.36,118.99,9739286,-0.017056,0.2050712695819305,118.07,,Medium
2019-04-24,JPMorgan Chase,JPM,119.98,121.56,119.63,120.79,15461672,0.015172,0.20883359102243135,118.16,,Medium
2019-04-25,JPMorgan Chase,JPM,123.33,123.24,121.51,121.93,9563439,0.009441,0.2084004283707623,118.21,,Medium
2019-04-26,JPMorgan Chase,JPM,122.45,122.26,120.71,121.95,20876575,0.000171,0.20702822852281894,118.26,,Medium
2019-04-29,JPMorgan Chase,JPM,124.76,126.16,125.26,125.35,8410562,0.027869,0.21696009945136183,118.39,,Medium
2019-04-30,JPMorgan Chase,JPM,127.34,127.94,126.23,127.01,9501504,0.013208,0.21833000871123573,118.53,,Medium
2019-05-01,JPMorgan Chase,JPM,126.13,126.45,125.38,125.46,8921775,-0.012163,0.20833952685526538,118.64,,Medium
2019-05-02,JPMorgan Chase,JPM,126.79,127.7,127.1,127.36,5942923,0.015091,0.21095292690861234,118.79,,Medium
2019-05-03,JPMorgan Chase,JPM,127.51,128.5,127.32,127.8,8837071,0.003529,0.20972458389447418,118.98,,Medium
2019-05-06,JPMorgan Chase,JPM,130.24,131.75,130.15,130.89,22848157,0.024171,0.21721955089784636,119.26,,Medium
2019-05-07,JPMorgan Chase,JPM,132.81,132.92,130.21,132.49,24795783,0.012198,0.215858049269102,119.54,,Medium
2019-05-08,JPMorgan Chase,JPM,133.46,133.9,133.16,133.34,21894253,0.006419,0.21557085361049766,119.87,,Medium
2019-05-09,JPMorgan Chase,JPM,134.12,134.89,133.63,134.1,16457952,0.005702,0.2154791157776805,120.22,,Medium
2019-05-10,JPMorgan Chase,JPM,131.6,132.27,131.75,132.14,12104357,-0.014656,0.22113689668912456,120.53,,Medium
2019-05-13,JPMorgan Chase,JPM,131.19,131.84,130.56,131.33,12064360,-0.006133,0.22274988447692348,120.77,,Medium
2019-05-14,JPMorgan Chase,JPM,131.24,132.13,129.64,131.71,11122674,0.002942,0.22180887763400087,121.03,,Medium
2019-05-15,JPMorgan Chase,JPM,129.79,129.76,129.11,129.48,22082706,-0.016965,0.22675111768556994,121.23,,Medium
2019-05-16,JPMorgan Chase,JPM,129.59,131.32,129.88,130.28,11903242,0.006203,0.206541026199973,121.44,,Medium
2019-05-17,JPMorgan Chase,JPM,128.59,129.89,128.84,129.1,13373949,-0.009047,0.20774476994158664,121.7,,Medium
2019-05-20,JPMorgan Chase,JPM,129.03,128.68,127.34,128.5,21162740,-0.004636,0.20439724861823227,121.94,,Medium
2019-05-21,JPMorgan Chase,JPM,129.41,131.4,128.75,129.69,17469517,0.009271,0.20446055541988264,122.21,,Medium
2019-05-22,JPMorgan Chase,JPM,129.96,129.51,127.86,128.83,23287257,-0.006687,0.20560771161000616,122.44,,Medium
2019-05-23,JPMorgan Chase,JPM,129.76,130.46,128.78,129.63,16346323,0.006232,0.20564473588644788,122.72,,Medium
2019-05-24,JPMorgan Chase,JPM,128.73,130.08,127.55,129.91,9011475,0.002144,0.20493239526442325,123.01,,Medium
2019-05-27,JPMorgan Chase,JPM,127.37,128.61,128.17,128.22,24986678,-0.01302,0.19193286682965036,123.23,,Medium
2019-05-28,JPMorgan Chase,JPM,129.3,130.07,128.59,129.68,11827908,0.011422,0.19335863928404992,123.49,,Medium
2019-05-29,JPMorgan Chase,JPM,131.73,132.2,130.98,131.25,16587520,0.012069,0.192837710027817,123.84,,Medium
2019-05-30,JPMorgan Chase,JPM,133.35,133.11,130.38,132.92,15946058,0.012754,0.18493985001116373,124.2,,Medium
2019-05-31,JPMorgan Chase,JPM,135.83,136.85,136.1,136.16,11195758,0.024352,0.19405114442470559,124.61,,Medium
2019-06-03,JPMorgan Chase,JPM,136.33,136.89,135.22,135.5,17569353,-0.004862,0.1956288695825285,124.97,,Medium
2019-06-04,JPMorgan Chase,JPM,132.43,133.88,131.63,132.21,11262894,-0.024246,0.20326273054672458,125.29,,Medium
2019-06-05,JPMorgan Chase,JPM,130.95,131.2,130.11,131.16,12562028,-0.00796,0.20287335228492714,125.59,,Medium
2019-06-06,JPMorgan Chase,JPM,133.56,133.65,131.93,132.78,8247406,0.012406,0.20389275451488947,125.9,,Medium
2019-06-07,JPMorgan Chase,JPM,132.16,135.14,132.37,132.69,6926049,-0.000708,0.2040118404153087,126.18,,Medium
2019-06-10,JPMorgan Chase,JPM,130.75,131.02,129.73,130.38,21282508,-0.017381,0.19794378605184335,126.4,,Medium
2019-06-11,JPMorgan Chase,JPM,128.08,128.45,125.97,127.66,7513686,-0.020892,0.20480377106068107,126.54,,Medium
2019-06-12,JPMorgan Chase,JPM,130.39,130.38,129.84,129.99,24208126,0.018212,0.20770441440443596,126.75,,Medium
2019-06-13,JPMorgan Chase,JPM,130.92,131.72,130.32,131.02,20466059,0.007985,0.2045915490632073,127.05,,Medium
2019-06-14,JPMorgan Chase,JPM,130.81,131.53,129.61,130.25,8350702,-0.00594,0.20542435457092903,127.3,,Medium
2019-06-17,JPMorgan Chase,JPM,134.6,134.03,132.15,133.38,23574159,0.024035,0.20528972838845813,127.64,,Medium
2019-06-18,JPMorgan Chase,JPM,137.76,138.71,137.71,137.87,20841972,0.033691,0.22431335423169943,128.07,,Medium
2019-06-19,JPMorgan Chase,JPM,139.76,139.73,138.24,139.71,9169025,0.013355,0.22654526460445704,128.52,,Medium
2019-06-20,JPMorgan Chase,JPM,141.74,141.33,140.58,141.08,13077232,0.009834,0.2275012377965266,128.99,,Medium
2019-06-21,JPMorgan Chase,JPM,141.88,142.57,141.75,142.07,16914179,0.006973,0.22249385790890097,129.46,,Medium
2019-06-24,JPMorgan Chase,JPM,143.43,143.65,140.16,143.64,11096938,0.011098,0.22227967218966477,129.89,,Medium
2019-06-25,JPMorgan Chase,JPM,146.38,148.43,145.27,147.23,10038540,0.024991,0.23116252550968072,130.37,,Medium
2019-06-26,JPMorgan Chase,JPM,144.22,146.0,144.66,145.48,5441445,-0.011938,0.22766696642668877,130.84,,Medium
2019-06-27,JPMorgan Chase,JPM,144.08,145.62,143.26,144.9,21023152,-0.003955,0.22871025176534066,131.34,,Medium
2019-06-28,JPMorgan Chase,JPM,145.49,145.23,144.76,144.86,6997832,-0.000285,0.22587504928179908,131.82,,Medium
2019-07-01,JPMorgan Chase,JPM,145.2,146.3,145.01,145.95,9477265,0.007553,0.22461083295645629,132.32,,Medium
2019-07-02,JPMorgan Chase,JPM,149.24,149.7,148.75,148.88,10751137,0.02004,0.22879066960406377,132.92,,Medium
2019-07-03,JPMorgan Chase,JPM,150.81,150.66,149.66,149.7,23457683,0.005519,0.22622817622483235,133.5,,Medium
2019-07-04,JPMorgan Chase,JPM,151.05,152.42,150.76,150.93,6436202,0.008195,0.22638381409940314,134.08,,Medium
2019-07-05,JPMorgan Chase,JPM,151.59,153.21,152.16,152.26,22156161,0.008843,0.22643536021962893,134.68,,Medium
2019-07-08,JPMorgan Chase,JPM,152.25,153.99,151.88,152.36,16459971,0.000608,0.22015732047650183,135.22,,Medium
2019-07-09,JPMorgan Chase,JPM,151.89,153.33,151.12,151.6,11451198,-0.004925,0.22166069984765394,135.72,,Medium
2019-07-10,JPMorgan Chase,JPM,152.09,151.91,150.28,151.8,12256684,0.001258,0.22101145535859482,136.24,,Medium
2019-07-11,JPMorgan Chase,JPM,150.68,151.27,149.39,150.59,19995045,-0.007926,0.22278903806624503,136.71,,Medium
2019-07-12,JPMorgan Chase,JPM,149.9,149.65,147.4,149.43,16701382,-0.007709,0.21697136046536908,137.14,,Medium
2019-07-15,JPMorgan Chase,JPM,150.92,151.5,149.91,150.17,20233107,0.004954,0.2156649002351757,137.53,,Medium
2019-07-16,JPMorgan Chase,JPM,148.96,149.9,149.25,149.31,22934265,-0.005708,0.20112576690429648,137.86,,Medium
2019-07-17,JPMorgan Chase,JPM,153.91,153.06,152.07,152.84,11578402,0.023584,0.2053679088754518,138.25,,Medium
2019-07-18,JPMorgan Chase,JPM,153.42,153.73,152.67,153.17,5589059,0.002164,0.20438464577073204,138.63,,Medium
2019-07-19,JPMorgan Chase,JPM,154.1,156.62,155.37,155.84,5306043,0.017442,0.20684966693129153,139.11,,Medium
2019-07-22,JPMorgan Chase,JPM,153.3,154.15,152.86,153.44,13561652,-0.015369,0.20499329167227523,139.55,,Medium
2019-07-23,JPMorgan Chase,JPM,151.01,151.26,150.4,151.14,21117779,-0.014984,0.1990056415074536,139.94,,Medium
2019-07-24,JPMorgan Chase,JPM,151.8,152.05,149.58,150.98,10966882,-0.001082,0.19631960596695563,140.37,,Medium
2019-07-25,JPMorgan Chase,JPM,152.37,154.17,151.54,152.81,7264928,0.01212,0.19721565161934135,140.82,,Medium
2019-07-26,JPMorgan Chase,JPM,152.03,152.87,150.91,151.92,24639026,-0.005857,0.19717500067003327,141.28,,Medium
2019-07-29,JPMorgan Chase,JPM,150.69,153.15,150.26,151.77,7958778,-0.000947,0.18960575966884557,141.74,,Medium
2019-07-30,JPMorgan Chase,JPM,153.09,154.84,151.56,153.73,8096532,0.012915,0.17027739049092816,142.22,,Medium
2019-07-31,JPMorgan Chase,JPM,153.64,153.97,151.99,153.03,17787981,-0.004571,0.16936127897017614,142.71,,Medium
2019-08-01,JPMorgan Chase,JPM,150.69,152.77,150.13,151.62,16849438,-0.009226,0.17176253375919714,143.15,,Medium
2019-08-02,JPMorgan Chase,JPM,153.76,153.23,152.56,153.02,19506389,0.009242,0.17240536877647328,143.61,,Medium
2019-08-05,JPMorgan Chase,JPM,151.41,150.62,148.49,150.55,13431099,-0.016112,0.17858716951805076,144.05,,Medium
2019-08-06,JPMorgan Chase,JPM,150.82,150.25,149.68,149.89,6638045,-0.00439,0.16496929119461962,144.46,,Medium
2019-08-07,JPMorgan Chase,JPM,151.32,151.15,149.52,150.16,18104412,0.001757,0.16060703530586062,144.84,,Medium
2019-08-08,JPMorgan Chase,JPM,151.79,151.98,149.56,151.2,19431017,0.006982,0.1607408820553473,145.2,,Medium
2019-08-09,JPMorgan Chase,JPM,153.14,153.43,151.8,152.82,17502924,0.010682,0.16282977659977022,145.54,,Medium
2019-08-12,JPMorgan Chase,JPM,155.23,155.81,154.45,154.75,10752824,0.012647,0.1650385294134426,145.92,,Medium
2019-08-13,JPMorgan Chase,JPM,154.27,154.23,153.52,154.21,8710718,-0.003493,0.15656791837679077,146.36,,Medium
2019-08-14,JPMorgan Chase,JPM,155.83,157.38,155.3,156.12,15117261,0.012381,0.1594417688633562,146.86,,Medium
2019-08-15,JPMorgan Chase,JPM,157.77,158.61,156.16,157.17,7204456,0.006694,0.15894850968849358,147.35,,Medium
2019-08-16,JPMorgan Chase,JPM,159.0,158.78,158.31,158.64,16464559,0.009404,0.15918495076006023,147.87,,Medium
2019-08-19,JPMorgan Chase,JPM,158.12,158.09,157.06,157.43,8982077,-0.007667,0.16134283064930735,148.41,,Medium
2019-08-20,JPMorgan Chase,JPM,158.63,160.3,156.66,158.8,5109419,0.008697,0.16172166271015756,149.03,,Medium
2019-08-21,JPMorgan Chase,JPM,158.45,159.43,157.96,158.54,20694735,-0.001607,0.16198666056791486,149.6,,Medium
2019-08-22,JPMorgan Chase,JPM,158.85,159.45,156.61,158.69,16770884,0.000921,0.15952354608361013,150.15,,Medium
2019-08-23,JPMorgan Chase,JPM,158.97,159.86,158.23,159.07,8953559,0.002398,0.15695970436055157,150.73,,Medium
2019-08-26,JPMorgan Chase,JPM,165.67,163.72,161.78,163.35,6401770,0.026941,0.17255533845221552,151.33,,Medium
2019-08-27,JPMorgan Chase,JPM,163.08,161.74,160.52,161.52,9225289,-0.011209,0.17563932439974833,151.8,,Medium
2019-08-28,JPMorgan Chase,JPM,164.0,164.68,163.6,163.99,24503353,0.015301,0.16857213241135194,152.29,,Medium
2019-08-29,JPMorgan Chase,JPM,166.89,167.57,164.95,167.0,13278970,0.018338,0.174774200227174,152.81,,Medium
2019-08-30,JPMorgan Chase,JPM,169.17,169.55,167.55,168.79,17465230,0.010719,0.1709732058614792,153.34,,Medium
2019-09-02,JPMorgan Chase,JPM,167.35,167.84,167.54,167.71,15562442,-0.006429,0.16459817509295496,153.82,,Medium
2019-09-03,JPMorgan Chase,JPM,170.96,171.86,169.83,171.34,5089643,0.021691,0.16406178361278084,154.31,,Medium
2019-09-04,JPMorgan Chase,JPM,170.72,172.64,169.82,170.68,7673373,-0.003866,0.1650422325121874,154.81,,Medium
2019-09-05,JPMorgan Chase,JPM,171.89,172.53,171.66,172.21,6850487,0.008974,0.1639702215437409,155.36,,Medium
2019-09-06,JPMorgan Chase,JPM,172.69,174.27,169.81,172.53,8492404,0.001841,0.1614293683281992,155.91,,Medium
2019-09-09,JPMorgan Chase,JPM,172.1,173.9,171.28,171.78,23007215,-0.004333,0.16267922236386048,156.43,,Medium
2019-09-10,JPMorgan Chase,JPM,170.27,173.46,172.84,173.02,22973037,0.007205,0.16084872681845283,156.91,,Medium
2019-09-11,JPMorgan Chase,JPM,175.47,177.53,175.64,177.17,11257866,0.023996,0.16874092982005864,157.46,,Medium
2019-09-12,JPMorgan Chase,JPM,177.05,181.53,176.84,177.8,8828512,0.003547,0.16339290153475106,158.0,,Medium
2019-09-13,JPMorgan Chase,JPM,182.54,186.27,182.21,182.29,18522029,0.025243,0.17298338196689148,158.6,,Medium
2019-09-16,JPMorgan Chase,JPM,181.22,184.01,180.94,181.93,23850456,-0.001992,0.1618464462870222,159.19,,Medium
2019-09-17,JPMorgan Chase,JPM,184.27,183.27,181.72,182.16,9308470,0.001293,0.15937984523919263,159.8,,Medium
2019-09-18,JPMorgan Chase,JPM,180.21,179.51,175.12,179.41,23330585,-0.015126,0.17090351199236417,160.35,,Medium
2019-09-19,JPMorgan Chase,JPM,179.95,181.38,176.46,178.2,16369084,-0.006711,0.17478751865168696,160.9,,Medium
2019-09-20,JPMorgan Chase,JPM,178.57,178.03,177.19,177.77,22353818,-0.002434,0.1755726287356849,161.47,,Medium
2019-09-23,JPMorgan Chase,JPM,175.69,177.13,176.01,177.09,17610853,-0.003828,0.17592131482114393,162.01,,Medium
2019-09-24,JPMorgan Chase,JPM,173.98,176.97,174.23,175.0,13258952,-0.01178,0.1807910753250454,162.52,,Medium
2019-09-25,JPMorgan Chase,JPM,172.93,174.0,172.98,173.38,11020757,-0.009281,0.18324790359171547,162.93,,Medium
2019-09-26,JPMorgan Chase,JPM,171.77,174.52,172.09,172.81,23474861,-0.003293,0.18405016178246555,163.33,,Medium
2019-09-27,JPMorgan Chase,JPM,176.39,175.92,174.3,175.44,18075339,0.015266,0.18652593232466697,163.72,,Medium
2019-09-30,JPMorgan Chase,JPM,172.06,172.66,171.59,172.19,17250283,-0.018525,0.19461698526791657,164.09,,Medium
2019-10-01,JPMorgan Chase,JPM,167.9,168.27,165.51,167.73,13548378,-0.025916,0.21107269692606243,164.42,,Medium
2019-10-02,JPMorgan Chase,JPM,165.19,164.49,163.8,164.06,13406926,-0.021867,0.22189745452950987,164.69,,Medium
2019-10-03,JPMorgan Chase,JPM,163.93,163.35,161.45,162.36,24568447,-0.010359,0.22443052642338096,164.88,,Medium
2019-10-04,JPMorgan Chase,JPM,163.5,165.71,163.54,163.72,20667448,0.008343,0.22544364037310055,165.11,,Medium
2019-10-07,JPMorgan Chase,JPM,161.92,163.09,162.34,163.04,20441154,-0.004172,0.2120397010934022,165.34,135.65,Medium
2019-10-08,JPMorgan Chase,JPM,161.36,163.31,161.16,162.33,5039102,-0.004344,0.2098019265527074,165.51,135.94,Medium
2019-10-09,JPMorgan Chase,JPM,162.51,163.37,160.85,161.58,17601918,-0.004626,0.20528017863579734,165.68,136.23,Medium
2019-10-10,JPMorgan Chase,JPM,158.01,158.44,157.75,157.81,11038360,-0.023341,0.20772270202778556,165.8,136.5,Medium
2019-10-11,JPMorgan Chase,JPM,158.86,160.35,158.72,159.57,20095229,0.01117,0.20796293353563006,165.94,136.77,Medium
2019-10-14,JPMorgan Chase,JPM,162.83,162.73,159.39,162.25,6066485,0.016829,0.2142818036249109,166.17,137.05,Medium
2019-10-15,JPMorgan Chase,JPM,160.75,161.92,160.81,161.62,12374216,-0.003909,0.20327415456400352,166.4,137.33,Medium
2019-10-16,JPMorgan Chase,JPM,160.41,162.2,161.08,161.84,22231255,0.001394,0.20339618522391573,166.64,137.61,Medium
2019-10-17,JPMorgan Chase,JPM,160.51,162.83,161.23,162.14,15809119,0.001813,0.2011801202656038,166.86,137.88,Medium
2019-10-18,JPMorgan Chase,JPM,158.85,160.92,159.5,160.01,5198402,-0.013136,0.20341121388149883,167.0,138.14,Medium
2019-10-21,JPMorgan Chase,JPM,160.09,160.44,157.23,159.17,6207289,-0.005245,0.203502542337216,167.09,138.41,Medium
2019-10-22,JPMorgan Chase,JPM,162.64,164.08,162.71,162.8,14767584,0.022816,0.21466825997996916,167.26,138.69,Medium
2019-10-23,JPMorgan Chase,JPM,162.82,163.54,160.53,162.84,24230828,0.000267,0.20029157088618385,167.4,138.96,Medium
2019-10-24,JPMorgan Chase,JPM,163.51,163.71,162.93,163.35,11068875,0.003134,0.20018264422551044,167.52,139.23,Medium
2019-10-25,JPMorgan Chase,JPM,161.16,162.86,161.05,161.98,12392860,-0.008422,0.1822598713310202,167.59,139.48,Medium
2019-10-28,JPMorgan Chase,JPM,160.77,162.91,160.94,161.15,22404884,-0.0051,0.1822047594275984,167.66,139.72,Medium
2019-10-29,JPMorgan Chase,JPM,162.2,163.39,162.17,162.52,16648102,0.00846,0.1851635831359341,167.73,139.97,Medium
2019-10-30,JPMorgan Chase,JPM,160.1,162.22,158.7,160.85,20210721,-0.010261,0.18308712325560703,167.78,140.21,Medium
2019-10-31,JPMorgan Chase,JPM,163.78,165.53,162.89,164.18,7662752,0.020727,0.19582216038802794,167.89,140.46,Medium
2019-11-01,JPMorgan Chase,JPM,160.79,161.05,158.95,160.89,8384723,-0.020046,0.20219919212895004,167.93,140.71,Medium
2019-11-04,JPMorgan Chase,JPM,159.46,160.85,158.01,159.66,9331202,-0.00766,0.20260046663812564,167.85,140.95,Medium
