Date,Bank,Ticker,Open,High,Low,Close,Volume,Daily_Return,Volatility_30d,MA_50,MA_200,Risk_Flag
2019-06-28,Goldman Sachs,GS,289.29,289.65,286.07,288.06,13985495,0.02875,0.2590864237831822,270.73,,Medium
2019-07-01,Goldman Sachs,GS,282.12,283.49,282.41,283.31,17291337,-0.016495,0.2575899878464706,271.67,,Medium
2019-07-02,Goldman Sachs,GS,279.49,281.1,277.34,279.19,6452816,-0.014531,0.262278114691099,272.55,,Medium
2019-07-03,Goldman Sachs,GS,279.23,284.59,280.46,281.21,11570773,0.007221,0.2574175978589306,273.37,,Medium
2019-07-04,Goldman Sachs,GS,290.28,291.55,283.41,287.81,23149130,0.023489,0.26494054126003186,274.22,,Medium
2019-07-05,Goldman Sachs,GS,284.99,289.49,284.84,287.88,22422614,0.000245,0.26499819699155025,274.99,,Medium
2019-07-08,Goldman Sachs,GS,281.89,285.91,279.46,282.39,23927989,-0.019082,0.2668057422652488,275.67,,Medium
2019-07-09,Goldman Sachs,GS,280.23,281.88,279.02,281.54,16116007,-0.003008,0.24695701781040147,276.31,,Medium
2019-07-10,Goldman Sachs,GS,277.99,278.75,276.8,277.05,23756661,-0.015942,0.23913646699175053,276.95,,Medium
2019-07-11,Goldman Sachs,GS,276.85,276.9,273.76,274.21,15456438,-0.010256,0.23565111940356184,277.39,,Medium
2019-07-12,Goldman Sachs,GS,273.87,272.99,272.82,272.98,11503276,-0.00451,0.23296022316115814,277.86,,Medium
2019-07-15,Goldman Sachs,GS,273.04,269.21,266.67,269.06,8174873,-0.014358,0.23494991316334232,278.28,,Medium
2019-07-16,Goldman Sachs,GS,264.0,267.82,263.42,265.83,6912943,-0.011973,0.2350446306414872,278.62,,Medium
2019-07-17,Goldman Sachs,GS,264.49,267.6,262.63,266.22,5332765,0.001452,0.2333534475762554,278.98,,Medium
2019-07-18,Goldman Sachs,GS,266.0,268.81,264.03,267.2,8038476,0.003664,0.23258781907133197,279.41,,Medium
2019-07-19,Goldman Sachs,GS,261.44,265.85,261.05,261.28,10323075,-0.022148,0.23667751718686328,279.61,,Medium
2019-07-22,Goldman Sachs,GS,261.63,263.35,260.32,262.98,22990250,0.00652,0.22484750978032608,279.77,,Medium
2019-07-23,Goldman Sachs,GS,260.49,265.86,258.92,261.47,13672026,-0.005737,0.2246820285562198,279.86,,Medium
2019-07-24,Goldman Sachs,GS,265.33,266.61,262.02,264.51,19878375,0.011621,0.2269617440624347,280.06,,Medium
2019-07-25,Goldman Sachs,GS,266.18,269.71,264.5,267.84,20332955,0.012569,0.23137812827282211,280.23,,Medium
2019-07-26,Goldman Sachs,GS,264.11,266.82,263.41,265.61,20889492,-0.008298,0.23051518098097074,280.39,,Medium
2019-07-29,Goldman Sachs,GS,267.72,270.02,265.61,268.26,16716979,0.00995,0.22709520042730377,280.48,,Medium
2019-07-30,Goldman Sachs,GS,264.39,266.99,260.8,264.8,12140426,-0.012903,0.22747740679218365,280.48,,Medium
2019-07-31,Goldman Sachs,GS,271.75,271.49,270.21,270.39,24788371,0.021125,0.23106647181607953,280.5,,Medium
2019-08-01,Goldman Sachs,GS,265.86,268.41,264.9,267.06,17955380,-0.012307,0.23290886230570526,280.45,,Medium
2019-08-02,Goldman Sachs,GS,267.65,270.03,268.4,268.62,17018171,0.005833,0.23296976632545688,280.43,,Medium
2019-08-05,Goldman Sachs,GS,268.68,273.25,266.69,267.9,21341219,-0.002677,0.23227522822435434,280.29,,Medium
2019-08-06,Goldman Sachs,GS,264.74,263.71,262.19,263.68,5588370,-0.015737,0.23541987813167153,279.88,,Medium
2019-08-07,Goldman Sachs,GS,269.41,271.34,267.18,267.5,8811315,0.014466,0.2181557393127435,279.4,,Medium
2019-08-08,Goldman Sachs,GS,265.61,266.06,264.32,264.99,22995790,-0.009394,0.21495520044655989,278.78,,Medium
2019-08-09,Goldman Sachs,GS,258.13,262.28,256.41,257.96,11982444,-0.026496,0.20630300213240094,277.97,,Medium
2019-08-12,Goldman Sachs,GS,247.04,246.68,245.84,246.33,17332539,-0.04511,0.23634048258759643,276.98,,Medium
2019-08-13,Goldman Sachs,GS,242.68,244.07,241.93,243.0,23024785,-0.013503,0.23598150113483113,275.88,,Medium
2019-08-14,Goldman Sachs,GS,247.99,250.56,246.43,248.33,20721734,0.021946,0.24598892637170375,274.98,,Medium
2019-08-15,Goldman Sachs,GS,251.08,255.27,250.07,253.32,19188772,0.020085,0.2428591272504318,274.14,,Medium
2019-08-16,Goldman Sachs,GS,251.65,251.54,249.92,250.53,24610653,-0.011039,0.24329350889142826,273.21,,Medium
2019-08-19,Goldman Sachs,GS,249.38,249.88,248.84,249.12,17872053,-0.005619,0.23938319827549914,272.42,,Medium
2019-08-20,Goldman Sachs,GS,248.32,248.74,245.02,247.36,17318874,-0.007044,0.2395149114050717,271.6,,Medium
2019-08-21,Goldman Sachs,GS,238.83,242.93,242.01,242.24,18398832,-0.020722,0.24194061702138747,270.63,,Medium
2019-08-22,Goldman Sachs,GS,238.63,238.98,238.4,238.69,13411583,-0.014665,0.2432094697937676,269.6,,Medium
2019-08-23,Goldman Sachs,GS,241.4,242.46,241.43,242.44,11271844,0.015729,0.2501763740585899,268.61,,Medium
2019-08-26,Goldman Sachs,GS,246.27,244.46,244.28,244.43,14736638,0.008213,0.25047174848931886,267.79,,Medium
2019-08-27,Goldman Sachs,GS,246.3,246.87,243.82,245.55,19744318,0.004579,0.24995464655539917,267.05,,Medium
2019-08-28,Goldman Sachs,GS,240.74,242.85,236.58,240.46,24897512,-0.020749,0.2551164459878314,266.12,,Medium
2019-08-29,Goldman Sachs,GS,240.38,241.55,239.31,240.9,17608721,0.001864,0.254744902089048,265.19,,Medium
2019-08-30,Goldman Sachs,GS,232.69,232.96,231.2,232.23,13232194,-0.036004,0.2665355756000857,264.06,,Medium
2019-09-02,Goldman Sachs,GS,234.28,236.76,233.48,235.38,16316187,0.013551,0.26965809431231946,263.04,,Medium
2019-09-03,Goldman Sachs,GS,236.28,238.01,235.94,236.4,14903157,0.00435,0.27053025223053573,262.04,,Medium
2019-09-04,Goldman Sachs,GS,230.79,233.63,229.08,231.46,18165012,-0.020908,0.2714570040799629,261.14,,Medium
2019-09-05,Goldman Sachs,GS,240.1,237.74,237.31,237.41,21836976,0.025734,0.28107601360437034,260.29,,Medium
2019-09-06,Goldman Sachs,GS,232.46,232.92,230.76,230.76,11155987,-0.028009,0.2894618992804074,259.14,,Medium
2019-09-09,Goldman Sachs,GS,233.99,234.45,231.57,232.76,22143779,0.008629,0.2889130536924143,258.13,,Medium
2019-09-10,Goldman Sachs,GS,233.11,237.14,231.89,234.86,13930403,0.009021,0.2903949029612536,257.24,,Medium
2019-09-11,Goldman Sachs,GS,231.33,231.42,227.55,230.34,13422996,-0.019245,0.28374544054197354,256.23,,Medium
2019-09-12,Goldman Sachs,GS,230.48,231.71,229.17,230.26,15415063,-0.000318,0.2832537346481493,255.08,,Medium
2019-09-13,Goldman Sachs,GS,225.76,226.3,223.46,224.39,24193607,-0.0255,0.287581453661657,253.81,,Medium
2019-09-16,Goldman Sachs,GS,214.74,214.87,213.2,214.39,21071253,-0.044548,0.3084531766717768,252.45,,High
2019-09-17,Goldman Sachs,GS,210.84,211.16,209.19,210.85,6750590,-0.01654,0.3086546797903265,251.03,,High
2019-09-18,Goldman Sachs,GS,209.1,209.82,206.69,208.86,15323390,-0.009433,0.30174374938976467,249.67,,High
2019-09-19,Goldman Sachs,GS,209.13,211.65,210.64,211.04,7997439,0.010424,0.3064007769563617,248.4,,High
2019-09-20,Goldman Sachs,GS,210.51,212.15,209.09,211.32,19494109,0.001339,0.30189575576909516,247.17,,High
2019-09-23,Goldman Sachs,GS,212.08,213.35,211.11,211.69,17842465,0.001751,0.27946676990960906,246.02,,Medium
2019-09-24,Goldman Sachs,GS,209.55,209.79,207.28,208.37,14815292,-0.015698,0.2801263996719314,244.87,,Medium
2019-09-25,Goldman Sachs,GS,206.12,206.99,204.4,206.68,10762697,-0.008069,0.2683331208687415,243.68,,Medium
2019-09-26,Goldman Sachs,GS,203.67,204.04,202.5,203.72,21399300,-0.014367,0.2576385999309084,242.41,,Medium
2019-09-27,Goldman Sachs,GS,198.24,200.1,198.38,199.84,23025510,-0.019014,0.25972386329399666,241.19,,Medium
2019-09-30,Goldman Sachs,GS,199.47,198.12,197.41,198.03,16375137,-0.009072,0.2597137370671131,239.89,,Medium
2019-10-01,Goldman Sachs,GS,199.42,198.46,195.94,198.32,9649737,0.001451,0.26100452292458404,238.62,,Medium
2019-10-02,Goldman Sachs,GS,197.22,197.06,195.49,196.58,24405832,-0.00874,0.2579052098786257,237.26,,Medium
2019-10-03,Goldman Sachs,GS,196.03,197.86,195.44,195.64,19229691,-0.004817,0.2568755364903938,235.82,,Medium
2019-10-04,Goldman Sachs,GS,199.37,199.04,196.09,197.83,20774303,0.011222,0.2538032357898401,234.47,,Medium
2019-10-07,Goldman Sachs,GS,195.54,196.36,192.26,196.33,24667588,-0.007608,0.24987478129721508,233.03,239.09,Medium
2019-10-08,Goldman Sachs,GS,191.38,192.94,190.46,192.26,24067554,-0.02073,0.25031114378050273,231.58,239.05,Medium
2019-10-09,Goldman Sachs,GS,195.05,194.2,192.77,194.02,14705610,0.009151,0.25207343446185115,230.05,239.01,Medium
2019-10-10,Goldman Sachs,GS,195.85,195.53,190.7,194.88,23082089,0.004465,0.25297970084672133,228.6,238.96,Medium
2019-10-11,Goldman Sachs,GS,194.78,198.3,195.28,195.94,21245839,0.005454,0.23974856274263392,227.15,238.94,Medium
2019-10-14,Goldman Sachs,GS,197.4,200.1,197.63,197.93,23724442,0.010134,0.23757941664265053,225.75,238.89,Medium
2019-10-15,Goldman Sachs,GS,201.09,200.46,199.22,199.41,5118781,0.007469,0.23888855182385071,224.47,238.84,Medium
2019-10-16,Goldman Sachs,GS,199.97,201.35,197.63,199.55,19280970,0.00073,0.23499704540546165,223.11,238.85,Medium
2019-10-17,Goldman Sachs,GS,207.94,209.59,202.8,207.13,22539687,0.03794,0.25091337518687407,221.95,238.91,Medium
2019-10-18,Goldman Sachs,GS,201.82,203.29,201.91,202.99,11627119,-0.019959,0.24535962308011044,220.85,238.97,Medium
2019-10-21,Goldman Sachs,GS,201.83,202.89,201.02,201.17,6017815,-0.008957,0.24268031753001526,219.95,239.03,Medium
2019-10-22,Goldman Sachs,GS,202.84,205.0,203.72,204.29,13830235,0.015512,0.2465755646209733,219.17,239.11,Medium
2019-10-23,Goldman Sachs,GS,202.78,205.4,203.61,204.81,21022872,0.002523,0.2433286196114219,218.3,239.18,Medium
2019-10-24,Goldman Sachs,GS,208.06,207.53,205.28,207.31,16645654,0.012214,0.2475580760039399,217.38,239.26,Medium
2019-10-25,Goldman Sachs,GS,209.41,208.61,205.23,207.92,6036362,0.002951,0.23905007637258352,216.53,239.33,Medium
2019-10-28,Goldman Sachs,GS,212.21,213.7,211.18,212.48,14511247,0.021917,0.21353822637615952,215.8,239.42,Medium
2019-10-29,Goldman Sachs,GS,208.6,209.55,204.95,209.17,22130275,-0.015589,0.21292323677743438,215.03,239.47,Medium
2019-10-30,Goldman Sachs,GS,215.48,214.04,212.67,213.65,15285910,0.02142,0.21993394822179607,214.46,239.55,Medium
2019-10-31,Goldman Sachs,GS,217.44,217.93,216.19,217.65,23134597,0.018719,0.22434209663156926,214.04,239.62,Medium
2019-11-01,Goldman Sachs,GS,213.49,214.54,211.05,213.56,15426557,-0.018782,0.2316359829277024,213.46,239.68,Medium
2019-11-04,Goldman Sachs,GS,217.57,216.19,215.53,215.74,8907031,0.01021,0.23333871739213569,212.89,239.76,Medium
2019-11-05,Goldman Sachs,GS,215.27,218.59,213.28,215.65,16786309,-0.0004,0.2281304735058731,212.29,239.86,Medium
2019-11-06,Goldman Sachs,GS,212.95,215.76,213.11,213.65,5440836,-0.009275,0.22858470217362967,211.76,239.94,Medium
2019-11-07,Goldman Sachs,GS,208.2,210.22,206.93,207.36,14422875,-0.029465,0.24135433759099148,211.09,239.99,Medium
2019-11-08,Goldman Sachs,GS,203.39,207.07,203.06,204.11,22050938,-0.015641,0.23914785535950006,210.52,239.97,Medium
2019-11-11,Goldman Sachs,GS,206.3,209.88,204.77,206.45,10956488,0.011429,0.23916418102060194,209.94,239.98,Medium
2019-11-12,Goldman Sachs,GS,207.77,210.28,208.8,209.15,10947120,0.013095,0.2415136339036043,209.4,239.99,Medium
2019-11-13,Goldman Sachs,GS,208.71,209.43,206.74,208.51,23611435,-0.003041,0.2398940747904635,208.94,240.0,Medium
