Date,Bank,Ticker,Open,High,Low,Close,Volume,Daily_Return,Volatility_30d,MA_50,MA_200,Risk_Flag,Year,Quarter,Month,YearQ
2019-01-31,Barclays,BCS,8.1,8.17,8.09,8.12,20637572,0.00135,0.0,8.12,8.12,Low,2019,1,1,2019Q1
2019-02-01,Barclays,BCS,7.94,8.01,7.91,7.92,5824765,-0.024971,0.0,7.92,7.92,Low,2019,1,2,2019Q1
2019-02-04,Barclays,BCS,7.84,7.96,7.84,7.84,22684867,-0.009443,0.0,7.84,7.84,Low,2019,1,2,2019Q1
2019-02-05,Barclays,BCS,7.91,7.96,7.78,7.86,14782357,0.002115,0.0,7.86,7.86,Low,2019,1,2,2019Q1
2019-02-06,Barclays,BCS,7.74,7.72,7.61,7.7,23127633,-0.020143,0.0,7.7,7.7,Low,2019,1,2,2019Q1
2019-02-07,Barclays,BCS,7.7,7.78,7.64,7.75,22767607,0.006785,0.0,7.75,7.75,Low,2019,1,2,2019Q1
2019-02-08,Barclays,BCS,7.69,7.77,7.57,7.67,9249367,-0.010436,0.0,7.67,7.67,Low,2019,1,2,2019Q1
2019-02-11,Barclays,BCS,7.63,7.69,7.57,7.63,21540993,-0.004986,0.2520001774855697,7.63,7.63,Medium,2019,1,2,2019Q1
2019-02-12,Barclays,BCS,7.56,7.58,7.54,7.55,5587069,-0.010454,0.2501793030704454,7.55,7.55,Medium,2019,1,2,2019Q1
2019-02-13,Barclays,BCS,7.77,7.81,7.74,7.8,24933582,0.03283,0.2718002719754291,7.8,7.8,Medium,2019,1,2,2019Q1
2019-02-14,Barclays,BCS,7.87,7.9,7.77,7.8,7315138,-7.9e-05,0.2685816020358136,7.8,7.8,Medium,2019,1,2,2019Q1
2019-02-15,Barclays,BCS,7.7,7.71,7.61,7.66,21079140,-0.018498,0.2564602597860016,7.66,7.66,Medium,2019,1,2,2019Q1
2019-02-18,Barclays,BCS,7.74,7.79,7.63,7.77,11586242,0.014667,0.2624396423414147,7.77,7.77,Medium,2019,1,2,2019Q1
2019-02-19,Barclays,BCS,7.55,7.66,7.53,7.6,5549666,-0.021375,0.267271986906816,7.6,7.6,Medium,2019,1,2,2019Q1
2019-02-20,Barclays,BCS,7.62,7.76,7.62,7.63,8983027,0.003843,0.2503678498127821,7.63,7.63,Medium,2019,1,2,2019Q1
2019-02-21,Barclays,BCS,7.39,7.41,7.31,7.37,12675862,-0.034407,0.2573628487057082,7.37,7.37,Medium,2019,1,2,2019Q1
2019-02-22,Barclays,BCS,7.21,7.21,7.13,7.2,13347131,-0.023268,0.2616903176906522,7.2,7.2,Medium,2019,1,2,2019Q1
2019-02-25,Barclays,BCS,7.27,7.28,7.19,7.22,17273425,0.003631,0.2587998554777883,7.22,7.22,Medium,2019,1,2,2019Q1
2019-02-26,Barclays,BCS,7.35,7.33,7.27,7.32,9782969,0.013184,0.2657175792869642,7.32,7.32,Medium,2019,1,2,2019Q1
2019-02-27,Barclays,BCS,7.38,7.35,7.34,7.34,21755647,0.003181,0.2672879603594543,7.34,7.34,Medium,2019,1,2,2019Q1
2019-02-28,Barclays,BCS,7.34,7.34,7.28,7.33,7059417,-0.001881,0.2656599557818227,7.33,7.33,Medium,2019,1,2,2019Q1
2019-03-01,Barclays,BCS,7.24,7.33,7.28,7.29,12797551,-0.005152,0.2531846872231061,7.29,7.29,Medium,2019,1,3,2019Q1
2019-03-04,Barclays,BCS,7.1,7.11,7.01,7.1,12794087,-0.02592,0.2498261608448894,7.1,7.1,Medium,2019,1,3,2019Q1
2019-03-05,Barclays,BCS,7.05,7.04,6.97,7.01,9188432,-0.012538,0.2503522585995099,7.01,7.01,Medium,2019,1,3,2019Q1
2019-03-06,Barclays,BCS,6.96,7.02,6.95,6.96,24185575,-0.007966,0.2478884549991706,6.96,6.96,Medium,2019,1,3,2019Q1
2019-03-07,Barclays,BCS,7.11,7.17,7.08,7.09,23609976,0.018805,0.2557811159304121,7.09,7.09,Medium,2019,1,3,2019Q1
2019-03-08,Barclays,BCS,7.12,7.14,7.02,7.13,24219583,0.00622,0.2556299542891557,7.13,7.13,Medium,2019,1,3,2019Q1
2019-03-11,Barclays,BCS,6.88,6.91,6.84,6.91,21193694,-0.030938,0.2605232250242735,7.98,6.91,Medium,2019,1,3,2019Q1
2019-03-12,Barclays,BCS,6.95,6.99,6.92,6.95,7539065,0.005875,0.246205360554012,7.95,6.95,Medium,2019,1,3,2019Q1
2019-03-13,Barclays,BCS,6.92,6.92,6.82,6.91,18177483,-0.006633,0.2462108380772533,7.92,6.91,Medium,2019,1,3,2019Q1
2019-03-14,Barclays,BCS,6.8,6.88,6.7,6.82,19989214,-0.011781,0.2461072761575101,7.88,6.82,Medium,2019,1,3,2019Q1
2019-03-15,Barclays,BCS,6.89,6.92,6.88,6.9,23803307,0.010948,0.2436185975326582,7.85,6.9,Medium,2019,1,3,2019Q1
2019-03-18,Barclays,BCS,6.99,7.06,7.0,7.03,17489289,0.018344,0.2518524319199912,7.81,7.03,Medium,2019,1,3,2019Q1
2019-03-19,Barclays,BCS,7.18,7.16,7.11,7.14,8731622,0.016585,0.2580874046338459,7.78,7.14,Medium,2019,1,3,2019Q1
2019-03-20,Barclays,BCS,7.03,7.1,7.03,7.04,18912523,-0.014644,0.2554011347858029,7.74,7.04,Medium,2019,1,3,2019Q1
2019-03-21,Barclays,BCS,7.05,7.01,7.0,7.0,20306084,-0.005295,0.2538283369777896,7.7,7.0,Medium,2019,1,3,2019Q1
2019-03-22,Barclays,BCS,7.1,7.04,7.02,7.04,14104687,0.006002,0.2542670675056662,7.66,7.04,Medium,2019,1,3,2019Q1
2019-03-25,Barclays,BCS,7.16,7.18,7.02,7.17,18595880,0.017366,0.2607096484839686,7.62,7.17,Medium,2019,1,3,2019Q1
2019-03-26,Barclays,BCS,7.07,7.11,7.07,7.11,8087686,-0.008293,0.2601738412343456,7.58,7.11,Medium,2019,1,3,2019Q1
2019-03-27,Barclays,BCS,7.01,7.19,7.08,7.08,5954227,-0.003116,0.2384195634966745,7.54,7.08,Medium,2019,1,3,2019Q1
2019-03-28,Barclays,BCS,6.9,6.98,6.93,6.95,17832377,-0.019355,0.2427992922556577,7.5,6.95,Medium,2019,1,3,2019Q1
2019-03-29,Barclays,BCS,6.75,6.81,6.69,6.8,16024074,-0.02094,0.2441876870388134,7.46,6.8,Medium,2019,1,3,2019Q1
2019-04-01,Barclays,BCS,6.95,6.91,6.86,6.9,9072476,0.01449,0.244071701280615,7.43,6.9,Medium,2019,2,4,2019Q2
2019-04-02,Barclays,BCS,7.07,7.12,7.04,7.07,17878537,0.024081,0.2511382192124213,7.41,7.07,Medium,2019,2,4,2019Q2
2019-04-03,Barclays,BCS,7.07,7.13,6.95,7.06,17409948,-0.001111,0.2504915623974808,7.38,7.06,Medium,2019,2,4,2019Q2
2019-04-04,Barclays,BCS,7.1,7.23,7.14,7.18,8398499,0.017859,0.2381084082310929,7.36,7.18,Medium,2019,2,4,2019Q2
2019-04-05,Barclays,BCS,7.19,7.29,7.2,7.23,5058031,0.006537,0.2291056589714855,7.34,7.23,Medium,2019,2,4,2019Q2
2019-04-08,Barclays,BCS,7.18,7.17,7.14,7.15,13259282,-0.01122,0.231235360715053,7.33,7.15,Medium,2019,2,4,2019Q2
2019-04-09,Barclays,BCS,7.21,7.23,7.15,7.2,15306743,0.006533,0.2286685089240121,7.31,7.2,Medium,2019,2,4,2019Q2
2019-04-10,Barclays,BCS,7.39,7.5,7.38,7.39,7451550,0.027287,0.242276895655933,7.29,7.39,Medium,2019,2,4,2019Q2
2019-04-11,Barclays,BCS,7.41,7.46,7.31,7.39,7081552,-0.000473,0.2421991751476885,7.28,7.39,Medium,2019,2,4,2019Q2
2019-04-12,Barclays,BCS,7.66,7.65,7.56,7.59,17925280,0.027756,0.2541461418493236,7.27,7.59,Medium,2019,2,4,2019Q2
2019-04-15,Barclays,BCS,7.24,7.3,7.21,7.24,12310982,-0.046049,0.2785314957802302,7.26,7.24,Medium,2019,2,4,2019Q2
2019-04-16,Barclays,BCS,7.35,7.39,7.35,7.35,22955858,0.014656,0.2783571513086913,7.25,7.35,Medium,2019,2,4,2019Q2
2019-04-17,Barclays,BCS,7.37,7.45,7.34,7.36,10381862,0.001694,0.276840785821643,7.24,7.36,Medium,2019,2,4,2019Q2
2019-04-18,Barclays,BCS,7.41,7.34,7.3,7.33,12979633,-0.005115,0.2729055692066396,7.24,7.33,Medium,2019,2,4,2019Q2
2019-04-19,Barclays,BCS,7.26,7.36,7.23,7.34,20233162,0.001777,0.2725048823656509,7.23,7.34,Medium,2019,2,4,2019Q2
2019-04-22,Barclays,BCS,7.11,7.1,7.02,7.08,16030140,-0.034899,0.2767594337312237,7.22,7.08,Medium,2019,2,4,2019Q2
2019-04-23,Barclays,BCS,7.05,7.06,7.04,7.06,21210635,-0.003716,0.2766759610465543,7.21,7.06,Medium,2019,2,4,2019Q2
2019-04-24,Barclays,BCS,7.12,7.15,7.02,7.1,15019577,0.006458,0.276285837153057,7.19,7.1,Medium,2019,2,4,2019Q2
2019-04-25,Barclays,BCS,7.26,7.33,7.26,7.29,6734441,0.026226,0.282795925058214,7.18,7.29,Medium,2019,2,4,2019Q2
2019-04-26,Barclays,BCS,7.22,7.32,7.16,7.22,23030092,-0.008983,0.2834266909231891,7.17,7.22,Medium,2019,2,4,2019Q2
2019-04-29,Barclays,BCS,7.15,7.2,7.09,7.12,16081982,-0.014102,0.2824497672984556,7.16,7.12,Medium,2019,2,4,2019Q2
2019-04-30,Barclays,BCS,7.17,7.15,6.98,7.06,12937108,-0.008691,0.2795040077960761,7.15,7.06,Medium,2019,2,4,2019Q2
2019-05-01,Barclays,BCS,7.2,7.23,7.14,7.17,7960841,0.016305,0.2800397712594065,7.14,7.17,Medium,2019,2,5,2019Q2
2019-05-02,Barclays,BCS,7.19,7.28,7.21,7.22,19115491,0.005957,0.2798143039071103,7.14,7.22,Medium,2019,2,5,2019Q2
2019-05-03,Barclays,BCS,7.14,7.21,7.02,7.15,7592859,-0.009185,0.280992048803054,7.14,7.15,Medium,2019,2,5,2019Q2
2019-05-06,Barclays,BCS,7.2,7.24,7.16,7.22,12992388,0.009212,0.2777540176184179,7.14,7.22,Medium,2019,2,5,2019Q2
2019-05-07,Barclays,BCS,7.16,7.29,7.2,7.23,6918715,0.001871,0.2765537650061732,7.14,7.23,Medium,2019,2,5,2019Q2
2019-05-08,Barclays,BCS,7.34,7.37,7.28,7.35,13880121,0.017244,0.2803658222961196,7.14,7.35,Medium,2019,2,5,2019Q2
2019-05-09,Barclays,BCS,7.29,7.28,7.19,7.26,7177890,-0.012224,0.2765131256133834,7.13,7.26,Medium,2019,2,5,2019Q2
2019-05-10,Barclays,BCS,7.18,7.27,7.21,7.22,17918652,-0.005621,0.2691075712222877,7.13,7.22,Medium,2019,2,5,2019Q2
2019-05-13,Barclays,BCS,7.21,7.25,7.17,7.17,21312999,-0.006757,0.2676844361490365,7.13,7.17,Medium,2019,2,5,2019Q2
2019-05-14,Barclays,BCS,7.01,7.07,6.96,6.99,17713525,-0.025655,0.2699379512107334,7.13,6.99,Medium,2019,2,5,2019Q2
2019-05-15,Barclays,BCS,7.0,7.06,7.02,7.03,24952817,0.005382,0.2704060768997824,7.14,7.03,Medium,2019,2,5,2019Q2
2019-05-16,Barclays,BCS,7.06,7.07,6.97,7.06,6740584,0.004763,0.2655105972225253,7.14,7.06,Medium,2019,2,5,2019Q2
2019-05-17,Barclays,BCS,7.12,7.16,7.02,7.06,24994412,0.000249,0.2647001361587915,7.13,7.06,Medium,2019,2,5,2019Q2
2019-05-20,Barclays,BCS,7.06,7.08,6.97,7.04,17254825,-0.003979,0.263012679913267,7.14,7.04,Medium,2019,2,5,2019Q2
2019-05-21,Barclays,BCS,6.86,6.91,6.85,6.86,10251208,-0.024806,0.2713818199541008,7.13,6.86,Medium,2019,2,5,2019Q2
2019-05-22,Barclays,BCS,6.8,6.9,6.77,6.81,21823854,-0.007261,0.2577234798639011,7.13,6.81,Medium,2019,2,5,2019Q2
2019-05-23,Barclays,BCS,6.77,6.84,6.75,6.77,10444555,-0.005886,0.2578129702558119,7.13,6.77,Medium,2019,2,5,2019Q2
2019-05-24,Barclays,BCS,6.66,6.71,6.65,6.68,6162496,-0.013992,0.2428022214214404,7.13,6.68,Medium,2019,2,5,2019Q2
2019-05-27,Barclays,BCS,6.59,6.66,6.63,6.66,9151538,-0.002686,0.2078165621378955,7.12,6.66,Medium,2019,2,5,2019Q2
2019-05-28,Barclays,BCS,6.78,6.72,6.64,6.71,12776018,0.007286,0.2035133197370629,7.11,6.71,Medium,2019,2,5,2019Q2
2019-05-29,Barclays,BCS,6.94,6.98,6.92,6.93,7105039,0.033428,0.2290191154292584,7.11,6.93,Medium,2019,2,5,2019Q2
2019-05-30,Barclays,BCS,6.97,6.98,6.92,6.95,23842014,0.003238,0.2292838005286055,7.11,6.95,Medium,2019,2,5,2019Q2
2019-05-31,Barclays,BCS,6.98,7.01,6.82,6.99,24627634,0.004701,0.2298178891611716,7.11,6.99,Medium,2019,2,5,2019Q2
2019-06-03,Barclays,BCS,6.95,6.98,6.86,6.98,8119810,-0.001154,0.2069206779065933,7.1,6.98,Medium,2019,2,6,2019Q2
2019-06-04,Barclays,BCS,6.74,6.77,6.68,6.74,5821929,-0.033685,0.2282128298240255,7.1,6.74,Medium,2019,2,6,2019Q2
2019-06-05,Barclays,BCS,6.69,6.74,6.72,6.74,11647162,-0.000309,0.2270247658179077,7.09,6.74,Medium,2019,2,6,2019Q2
2019-06-06,Barclays,BCS,6.83,6.77,6.75,6.75,8772217,0.001221,0.2113856008813897,7.08,6.75,Medium,2019,2,6,2019Q2
2019-06-07,Barclays,BCS,7.0,7.05,6.98,7.04,20200401,0.043606,0.248923463266703,7.09,7.04,Medium,2019,2,6,2019Q2
2019-06-10,Barclays,BCS,6.98,7.03,6.93,7.02,7027842,-0.003234,0.245819105440706,7.09,7.02,Medium,2019,2,6,2019Q2
2019-06-11,Barclays,BCS,7.04,7.08,6.95,7.06,5734459,0.005478,0.2450730525419322,7.09,7.06,Medium,2019,2,6,2019Q2
2019-06-12,Barclays,BCS,7.1,7.07,7.05,7.06,12718742,-0.000454,0.2402188909920743,7.09,7.06,Medium,2019,2,6,2019Q2
2019-06-13,Barclays,BCS,6.91,7.0,6.86,6.91,7306648,-0.020455,0.2462270120447164,7.09,6.91,Medium,2019,2,6,2019Q2
2019-06-14,Barclays,BCS,7.01,7.08,7.04,7.05,24567066,0.020316,0.2527983188584706,7.08,7.05,Medium,2019,2,6,2019Q2
2019-06-17,Barclays,BCS,7.19,7.16,7.07,7.15,24481150,0.013422,0.2544693938656643,7.08,7.15,Medium,2019,2,6,2019Q2
2019-06-18,Barclays,BCS,7.27,7.29,7.22,7.25,17005722,0.014111,0.2577854841177192,7.08,7.25,Medium,2019,2,6,2019Q2
2019-06-19,Barclays,BCS,7.15,7.15,7.13,7.13,21468787,-0.015881,0.2566395137543764,7.08,7.13,Medium,2019,2,6,2019Q2
2019-06-20,Barclays,BCS,7.34,7.38,7.28,7.31,8903869,0.024902,0.2648242644991788,7.08,7.31,Medium,2019,2,6,2019Q2
2019-06-21,Barclays,BCS,7.22,7.15,7.12,7.13,17664903,-0.024568,0.2740642909625655,7.07,7.13,Medium,2019,2,6,2019Q2
2019-06-24,Barclays,BCS,7.28,7.21,7.2,7.21,24229192,0.01051,0.2750901794382945,7.07,7.21,Medium,2019,2,6,2019Q2
2019-06-25,Barclays,BCS,7.46,7.51,7.48,7.49,21018797,0.038795,0.2854979470183086,7.07,7.49,Medium,2019,2,6,2019Q2
2019-06-26,Barclays,BCS,7.42,7.45,7.35,7.36,8197860,-0.017313,0.2909868492547149,7.07,7.36,Medium,2019,2,6,2019Q2
2019-06-27,Barclays,BCS,7.3,7.35,7.22,7.28,15740829,-0.00983,0.292711397316361,7.07,7.28,Medium,2019,2,6,2019Q2
2019-06-28,Barclays,BCS,7.32,7.37,7.26,7.3,7780596,0.001916,0.2927045868853748,7.07,7.3,Medium,2019,2,6,2019Q2
2019-07-01,Barclays,BCS,7.17,7.24,7.16,7.23,9040015,-0.008722,0.2937614605812236,7.07,7.23,Medium,2019,3,7,2019Q3
2019-07-02,Barclays,BCS,7.03,7.13,6.98,7.04,9870807,-0.027192,0.2956644025255195,7.07,7.04,Medium,2019,3,7,2019Q3
2019-07-03,Barclays,BCS,7.02,7.17,6.93,7.05,21899988,0.001368,0.2946226239748178,7.07,7.05,Medium,2019,3,7,2019Q3
2019-07-04,Barclays,BCS,6.94,6.95,6.85,6.92,20656294,-0.018579,0.2995673047599798,7.06,6.92,Medium,2019,3,7,2019Q3
2019-07-05,Barclays,BCS,7.01,7.0,6.9,6.97,11957038,0.008512,0.2969513718916931,7.06,6.97,Medium,2019,3,7,2019Q3
2019-07-08,Barclays,BCS,6.79,6.96,6.85,6.86,14366077,-0.016058,0.3011377903078646,7.05,6.86,High,2019,3,7,2019Q3
2019-07-09,Barclays,BCS,7.05,7.08,6.9,7.05,14696197,0.027497,0.3102583955711088,7.05,7.05,High,2019,3,7,2019Q3
2019-07-10,Barclays,BCS,6.99,7.0,6.93,6.95,12356148,-0.013657,0.2984040749568299,7.05,6.95,Medium,2019,3,7,2019Q3
2019-07-11,Barclays,BCS,6.91,6.95,6.91,6.92,14095020,-0.005522,0.298730265182858,7.04,6.92,Medium,2019,3,7,2019Q3
2019-07-12,Barclays,BCS,7.04,7.03,6.96,7.02,21304297,0.014508,0.3014139334122108,7.04,7.02,High,2019,3,7,2019Q3
2019-07-15,Barclays,BCS,6.88,6.89,6.84,6.87,24578545,-0.021552,0.308005442921656,7.03,6.87,High,2019,3,7,2019Q3
2019-07-16,Barclays,BCS,6.91,7.0,6.81,6.89,11525438,0.004171,0.2915156637632429,7.03,6.89,Medium,2019,3,7,2019Q3
2019-07-17,Barclays,BCS,7.04,7.1,7.02,7.05,19370051,0.023215,0.2985555062461874,7.02,7.05,Medium,2019,3,7,2019Q3
2019-07-18,Barclays,BCS,6.81,6.91,6.8,6.86,19885447,-0.028195,0.3108710440447104,7.01,6.86,High,2019,3,7,2019Q3
2019-07-19,Barclays,BCS,6.84,6.89,6.79,6.88,13577482,0.003415,0.2832713366792608,7.0,6.88,Medium,2019,3,7,2019Q3
2019-07-22,Barclays,BCS,6.94,7.03,6.89,6.91,12223153,0.004743,0.2835788635285149,7.0,6.91,Medium,2019,3,7,2019Q3
2019-07-23,Barclays,BCS,7.01,7.06,7.0,7.01,21414776,0.013949,0.2861479969592779,7.0,7.01,Medium,2019,3,7,2019Q3
2019-07-24,Barclays,BCS,6.85,6.99,6.83,6.86,10433962,-0.021659,0.2929040490230252,7.0,6.86,Medium,2019,3,7,2019Q3
2019-07-25,Barclays,BCS,6.68,6.71,6.67,6.7,5473818,-0.023132,0.2945635337863287,6.99,6.7,Medium,2019,3,7,2019Q3
2019-07-26,Barclays,BCS,6.75,6.82,6.73,6.76,18912527,0.009365,0.2893791670119636,6.98,6.76,Medium,2019,3,7,2019Q3
2019-07-29,Barclays,BCS,6.83,6.9,6.69,6.8,24813081,0.005397,0.2867667348179076,6.98,6.8,Medium,2019,3,7,2019Q3
2019-07-30,Barclays,BCS,6.82,6.89,6.78,6.83,17825630,0.004577,0.2835654380262772,6.98,6.83,Medium,2019,3,7,2019Q3
2019-07-31,Barclays,BCS,6.82,6.9,6.87,6.87,11766699,0.00627,0.2812886378354031,6.98,6.87,Medium,2019,3,7,2019Q3
2019-08-01,Barclays,BCS,6.81,6.81,6.78,6.79,23502049,-0.011836,0.2717749391816438,6.98,6.79,Medium,2019,3,8,2019Q3
2019-08-02,Barclays,BCS,6.81,6.82,6.8,6.82,13193421,0.004255,0.2639992597143225,6.98,6.82,Medium,2019,3,8,2019Q3
2019-08-05,Barclays,BCS,6.86,7.0,6.79,6.85,10864719,0.005328,0.2623970581291142,6.99,6.85,Medium,2019,3,8,2019Q3
2019-08-06,Barclays,BCS,6.82,6.85,6.74,6.77,15302122,-0.012441,0.2345081681393693,6.99,6.77,Medium,2019,3,8,2019Q3
2019-08-07,Barclays,BCS,6.99,7.01,6.99,6.99,8764040,0.033068,0.2529688959391566,6.99,6.99,Medium,2019,3,8,2019Q3
2019-08-08,Barclays,BCS,7.06,7.08,7.05,7.05,11553855,0.008516,0.2533454319136566,6.99,7.05,Medium,2019,3,8,2019Q3
2019-08-09,Barclays,BCS,6.86,6.97,6.88,6.91,13596235,-0.020854,0.2596252235789384,6.99,6.91,Medium,2019,3,8,2019Q3
2019-08-12,Barclays,BCS,6.98,6.99,6.91,6.99,23369426,0.011739,0.261587140940518,6.99,6.99,Medium,2019,3,8,2019Q3
2019-08-13,Barclays,BCS,6.89,6.88,6.85,6.87,7918634,-0.017033,0.2543128095149343,6.99,6.87,Medium,2019,3,8,2019Q3
2019-08-14,Barclays,BCS,6.91,6.99,6.96,6.96,11562344,0.014042,0.2578314466641951,7.0,6.96,Medium,2019,3,8,2019Q3
2019-08-15,Barclays,BCS,7.11,7.12,7.08,7.11,12401628,0.020594,0.2586482407402257,7.0,7.11,Medium,2019,3,8,2019Q3
2019-08-16,Barclays,BCS,7.01,7.02,6.98,7.01,23768442,-0.014317,0.2613664890701204,7.0,7.01,Medium,2019,3,8,2019Q3
2019-08-19,Barclays,BCS,7.13,7.16,7.06,7.13,14818968,0.017151,0.261049696388968,7.0,7.13,Medium,2019,3,8,2019Q3
2019-08-20,Barclays,BCS,7.22,7.2,7.13,7.18,5829119,0.00744,0.2498493333076473,7.01,7.18,Medium,2019,3,8,2019Q3
2019-08-21,Barclays,BCS,7.3,7.31,7.18,7.28,15286479,0.014659,0.2491697706281457,7.01,7.28,Medium,2019,3,8,2019Q3
2019-08-22,Barclays,BCS,7.58,7.53,7.42,7.53,15879567,0.033615,0.2646988883062516,7.02,7.53,Medium,2019,3,8,2019Q3
2019-08-23,Barclays,BCS,7.46,7.57,7.47,7.5,6054853,-0.00417,0.2631530493963934,7.03,7.5,Medium,2019,3,8,2019Q3
2019-08-26,Barclays,BCS,7.4,7.4,7.37,7.4,10042596,-0.013136,0.2575836957981243,7.04,7.4,Medium,2019,3,8,2019Q3
2019-08-27,Barclays,BCS,7.29,7.39,7.24,7.28,11424788,-0.015531,0.2628316134258874,7.04,7.28,Medium,2019,3,8,2019Q3
2019-08-28,Barclays,BCS,7.14,7.25,7.16,7.18,8386243,-0.014231,0.2589045935047809,7.04,7.18,Medium,2019,3,8,2019Q3
2019-08-29,Barclays,BCS,7.21,7.22,7.1,7.17,15158427,-0.001201,0.2441056237551898,7.04,7.17,Medium,2019,3,8,2019Q3
2019-08-30,Barclays,BCS,7.3,7.25,7.09,7.22,13675493,0.006176,0.2444130731590441,7.04,7.22,Medium,2019,3,8,2019Q3
2019-09-02,Barclays,BCS,7.25,7.29,7.22,7.25,8445083,0.005039,0.2444464798696758,7.04,7.25,Medium,2019,3,9,2019Q3
2019-09-03,Barclays,BCS,7.38,7.44,7.21,7.36,20444816,0.014749,0.2448049523909976,7.04,7.36,Medium,2019,3,9,2019Q3
2019-09-04,Barclays,BCS,7.37,7.49,7.31,7.36,9977037,0.000388,0.2346141563934135,7.04,7.36,Medium,2019,3,9,2019Q3
2019-09-05,Barclays,BCS,7.53,7.74,7.45,7.55,20114822,0.025797,0.2310241055792438,7.04,7.55,Medium,2019,3,9,2019Q3
2019-09-06,Barclays,BCS,7.45,7.58,7.48,7.52,20997653,-0.004509,0.2317819477725294,7.05,7.52,Medium,2019,3,9,2019Q3
2019-09-09,Barclays,BCS,7.85,7.89,7.81,7.88,6535410,0.048138,0.2652632758692961,7.06,7.88,Medium,2019,3,9,2019Q3
2019-09-10,Barclays,BCS,7.91,7.97,7.96,7.97,5349760,0.011194,0.2658477097823825,7.08,7.97,Medium,2019,3,9,2019Q3
2019-09-11,Barclays,BCS,7.92,7.87,7.72,7.85,12490526,-0.01496,0.2722165628797321,7.09,7.85,Medium,2019,3,9,2019Q3
2019-09-12,Barclays,BCS,7.7,7.73,7.59,7.7,10827278,-0.01873,0.2765303054880429,7.11,7.7,Medium,2019,3,9,2019Q3
2019-09-13,Barclays,BCS,7.76,7.81,7.7,7.77,16219042,0.008669,0.2768116318322648,7.13,7.77,Medium,2019,3,9,2019Q3
2019-09-16,Barclays,BCS,7.77,7.77,7.65,7.74,5296177,-0.003783,0.2778342236945348,7.14,7.74,Medium,2019,3,9,2019Q3
2019-09-17,Barclays,BCS,7.79,7.84,7.72,7.84,21790154,0.012753,0.2742921424772726,7.16,7.84,Medium,2019,3,9,2019Q3
